Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,DateTime,dayOfWeek,busyness_(%),Rain_(mm)
indian,male,fat,45.0,yes,young,big,purple,casual,red,short_sleeve,black,long,blankets,6,10,yes,23.0,4.0,12.0,2.967509037,101.6319238,2.0,2015-11-29 04:04:37,Sunday,50,5.32
foreigner ,male,fat,30.0,no,no_kids,big,white,casual,green,short_sleeve,black,short,clothes,3,9,no,32.0,3.0,16.0,2.957660495,101.720887,1.0,2015-11-29 04:04:37,Sunday,50,5.32
foreigner ,male,moderate,46.0,no,no_kids,big,red,formal,blue,long sleeve,black,long,blankets,4,9,no,55.0,5.0,11.0,2.913268453,101.6865539,2.0,2015-11-29 04:04:37,Sunday,50,5.32
chinese,male,moderate,53.0,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,6,10,no,22.0,4.0,12.0,2.971398735,101.6738833,1.0,2015-11-29 04:04:37,Sunday,50,5.32
malay,female,fat,54.0,yes,young,big,white,traditional,blue,long sleeve,blue,long,clothes,3,7,yes,52.0,3.0,15.0,2.946968882,101.7387538,1.0,2015-11-29 04:05:42,Sunday,50,5.32
chinese,female,fat,52.0,no,no_kids,big,blue,casual,grey,long sleeve,blue,long,clothes,4,8,no,36.0,5.0,9.0,2.93536782,101.6457147,3.0,2015-11-29 04:05:59,Sunday,50,5.32
indian,male,fat,35.0,no,no_kids,big,pink,casual,black,short_sleeve,blue_jeans,long,clothes,5,8,no,23.0,4.0,13.0,2.952819537,101.6785248,3.0,2015-11-29 04:05:59,Sunday,50,5.32
indian,male,fat,47.0,no,no_kids,big,pink,casual,white,short_sleeve,white,short,clothes,5,7,no,23.0,4.0,18.0,2.959312907,101.6969724,1.0,2015-11-29 04:05:59,Sunday,50,5.32
indian,male,moderate,35.0,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,6,7,no,13.0,5.0,13.0,2.90613794,101.6682155,2.0,2015-11-29 04:05:59,Sunday,50,5.32
foreigner ,female,moderate,37.0,no,no_kids,big,black,casual,brown,long sleeve,black,long,blankets,3,7,yes,37.0,4.0,11.0,2.959703276,101.7101222,2.0,2015-11-29 04:06:04,Sunday,50,5.32
chinese,male,fat,54.0,no,no_kids,big,red,casual,orange,short_sleeve,blue_jeans,long,clothes,4,8,no,47.0,2.0,12.0,2.947388329,101.70827,2.0,2015-11-29 04:06:04,Sunday,50,5.32
indian,male,moderate,54.0,no,no_kids,big,red,formal,blue,long sleeve,black,long,clothes,3,8,no,16.0,4.0,10.0,2.945465165,101.7045463,2.0,2015-11-29 04:06:04,Sunday,50,5.32
indian,male,moderate,43.0,no,no_kids,big,green,casual,green,short_sleeve,brown,long,clothes,6,9,no,51.0,2.0,16.0,2.946541226,101.6917668,3.0,2015-11-29 04:06:04,Sunday,50,5.32
indian,male,fat,50.0,no,no_kids,big,white,casual,red,short_sleeve,black,short,clothes,3,9,no,21.0,5.0,20.0,2.956146601,101.6723139,1.0,2015-11-29 04:06:04,Sunday,50,5.32
indian,male,fat,42.0,no,no_kids,big,green,formal,blue,short_sleeve,black,long,clothes,4,10,no,37.0,1.0,16.0,2.936386306,101.676106,1.0,2015-11-29 04:06:04,Sunday,50,5.32
indian,male,fat,53.0,no,no_kids,big,black,casual,green,short_sleeve,grey,long,blankets,4,8,no,47.0,3.0,9.0,2.917778783,101.6666652,2.0,2015-11-29 04:06:04,Sunday,50,5.32
chinese,female,moderate,44.0,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,4,7,no,59.0,2.0,9.0,2.944665188,101.6497865,1.0,2015-11-29 04:06:19,Sunday,50,5.32
chinese,male,thin,29.0,yes,toddler,big,white,casual,white,short_sleeve,white,short,clothes,5,9,yes,60.0,1.0,10.0,2.932522255,101.7107624,1.0,2015-11-29 04:06:19,Sunday,50,5.32
chinese,male,fat,46.0,no,no_kids,big,red,casual,blue,short_sleeve,green,short,clothes,3,9,yes,51.0,3.0,9.0,2.948015668,101.6290868,2.0,2015-11-29 04:06:19,Sunday,50,5.32
chinese,female,moderate,40.0,yes,young,big,white,casual,black,short_sleeve,black,long,clothes,3,7,yes,54.0,4.0,9.0,2.913278865,101.7152707,1.0,2015-11-29 04:06:19,Sunday,50,5.32
foreigner ,male,fat,51.0,yes,young,big,white,casual,red,short_sleeve,grey,short,blankets,3,8,no,16.0,4.0,11.0,2.930465029,101.6395502,1.0,2015-11-29 04:06:19,Sunday,50,5.32
indian,female,thin,32.0,no,no_kids,big,red,casual,grey,short_sleeve,white,short,clothes,5,7,no,26.0,4.0,19.0,2.906993466,101.6670969,3.0,2015-11-29 04:06:19,Sunday,50,5.32
chinese,female,moderate,53.0,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,4,7,no,17.0,3.0,19.0,2.919055973,101.6700272,2.0,2015-11-29 04:06:19,Sunday,50,5.32
foreigner ,male,moderate,34.0,no,no_kids,small,brown,casual,white,short_sleeve,black,short,clothes,5,7,no,31.0,4.0,12.0,2.950688632,101.6323462,2.0,2015-11-29 04:06:22,Sunday,50,5.32
chinese,female,moderate,55.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,8,no,27.0,3.0,18.0,2.960245312,101.650655,1.0,2015-11-29 04:06:22,Sunday,50,5.32
chinese,male,fat,46.0,no,no_kids,big,blue,formal,white,short_sleeve,black,short,clothes,3,8,yes,38.0,0.0,12.0,2.912612632,101.73886,1.0,2015-11-29 04:06:22,Sunday,50,5.32
chinese,female,moderate,35.0,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,10,no,30.0,0.0,13.0,2.924590725,101.7269392,2.0,2015-11-29 04:06:22,Sunday,50,5.32
chinese,male,thin,40.0,no,no_kids,big,blue,formal,white,short_sleeve,black,short,clothes,3,9,yes,30.0,2.0,11.0,2.955030372,101.6486871,1.0,2015-11-29 04:07:46,Sunday,50,5.32
foreigner ,male,thin,37.0,no,no_kids,big,white,casual,orange,short_sleeve,brown,short,blankets,5,7,no,27.0,1.0,18.0,2.940067802,101.7081527,2.0,2015-11-29 04:07:46,Sunday,50,5.32
chinese,female,moderate,54.0,no,no_kids,big,white,formal,white,short_sleeve,black,short,clothes,6,8,no,41.0,5.0,18.0,2.923720037,101.6519078,2.0,2015-11-29 04:07:46,Sunday,50,5.32
chinese,female,thin,40.0,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,6,8,no,51.0,0.0,17.0,2.966440672,101.6965425,2.0,2015-11-29 04:07:46,Sunday,50,5.32
chinese,female,thin,41.0,no,no_kids,big,white,formal,white,short_sleeve,red,short,clothes,6,7,no,18.0,5.0,7.0,2.917709797,101.6940848,2.0,2015-11-29 04:07:46,Sunday,50,5.32
chinese,male,moderate,48.0,no,no_kids,big,blue,casual,black,short_sleeve,black,short,clothes,3,7,no,36.0,1.0,8.0,2.961704135,101.6691059,3.0,2015-11-29 04:07:46,Sunday,50,5.32
chinese,male,fat,33.0,no,no_kids,big,red,casual,blue,short_sleeve,green,short,clothes,3,9,yes,15.0,2.0,10.0,2.969762477,101.6555975,2.0,2015-11-29 04:07:46,Sunday,50,5.32
chinese,male,moderate,46.0,yes,toddler,big,red,formal,white,short_sleeve,white,short,clothes,5,9,yes,19.0,0.0,14.0,2.925849791,101.746625,2.0,2015-11-29 04:07:46,Sunday,50,5.32
foreigner ,male,thin,42.0,no,no_kids,small,white,formal,white,short_sleeve,brown,short,clothes,5,10,no,40.0,4.0,16.0,2.971639327,101.7293104,3.0,2015-11-29 04:07:46,Sunday,50,5.32
malay,female,thin,50.0,yes,baby,big,blue,formal,orange,short_sleeve,red,short,blankets,4,10,no,44.0,0.0,18.0,2.95940508,101.6576167,3.0,2015-11-29 04:08:31,Sunday,50,5.32
malay,female,thin,40.0,yes,toddler,big,orange,casual,purple,short_sleeve,purple,short,blankets,4,10,no,28.0,4.0,19.0,2.918240626,101.7306938,2.0,2015-11-29 04:08:31,Sunday,50,5.32
malay,female,thin,29.0,yes,baby,big,white,formal,white,short_sleeve,red,short,blankets,6,8,no,46.0,4.0,15.0,2.911674091,101.7032283,1.0,2015-11-29 04:08:31,Sunday,50,5.32
malay,female,moderate,30.0,yes,toddler,big,white,casual,white,short_sleeve,black,short,blankets,6,9,no,29.0,2.0,7.0,2.926794257,101.7008928,1.0,2015-11-29 04:08:31,Sunday,50,5.32
malay,female,thin,44.0,yes,baby,big,white,formal,white,short_sleeve,red,short,blankets,6,7,no,20.0,5.0,9.0,2.922173465,101.7419733,2.0,2015-11-29 04:08:31,Sunday,50,5.32
malay,female,thin,45.0,yes,baby,big,red,formal,pink,short_sleeve,blue,short,blankets,5,7,no,30.0,5.0,9.0,2.907732584,101.6553515,2.0,2015-11-29 04:11:41,Sunday,50,5.32
malay,female,thin,45.0,yes,baby,big,grey,casual,purple,short_sleeve,white,short,blankets,4,7,no,59.0,2.0,12.0,2.972697708,101.6681234,2.0,2015-11-29 04:11:41,Sunday,50,5.32
malay,female,thin,33.0,yes,baby,big,black,formal,pink,short_sleeve,pink,long,blankets,6,7,yes,33.0,1.0,12.0,2.906297838,101.6363493,1.0,2015-11-29 04:11:41,Sunday,50,5.32
malay,male,moderate,50.0,no,no_kids,big,orange,casual,green,short_sleeve,orange,short,clothes,4,9,no,51.0,2.0,20.0,2.923955574,101.6340938,3.0,2015-11-29 04:14:16,Sunday,50,5.32
malay,male,fat,38.0,yes,toddler,big,blue,casual,orange,short_sleeve,blue_jeans,long,clothes,6,10,no,53.0,5.0,7.0,2.972791285,101.71048,2.0,2015-11-29 08:16:36,Sunday,60,5.32
chinese,male,thin,28.0,no,no_kids,big,white,casual,green,short_sleeve,black,long,clothes,3,8,no,16.0,2.0,11.0,2.939488268,101.7240119,1.0,2015-11-29 08:56:00,Sunday,60,5.32
malay,male,thin,46.0,no,no_kids,big,yellow,casual,grey,short_sleeve,blue_jeans,long,clothes,6,10,no,37.0,5.0,13.0,2.949483544,101.6490291,1.0,2015-11-29 09:46:09,Sunday,55,5.32
malay,female,fat,32.0,no,no_kids,small,white,traditional,red,short_sleeve,white,short,clothes,3,10,yes,28.0,5.0,14.0,3.08885231,101.6521849,1.0,2015-12-01 00:19:54,Monday,55,6.89
indian,male,fat,59.0,no,no_kids,big,black,formal,grey,short_sleeve,white,long,blankets,3,9,no,29.0,5.0,13.0,3.080133115,101.6048104,3.0,2015-12-01 01:08:29,Monday,50,6.89
indian,male,thin,21.0,no,no_kids,small,purple,formal,purple,long sleeve,black,short,clothes,6,8,yes,11.0,0.0,20.0,3.122238258,101.735404,3.0,2015-12-01 02:06:59,Monday,50,6.89
chinese,male,fat,23.0,yes,toddler ,big,white,traditional,yellow,long sleeve,blue_jeans,long,blankets,4,7,no,44.0,2.0,21.0,3.087774917,101.7680521,2.0,2015-12-01 04:00:58,Monday,45,6.89
foreigner ,female,thin,50.0,yes,toddler ,small,purple,casual,white,short_sleeve,purple,short,blankets,3,8,no,25.0,4.0,16.0,3.099351414,101.6987198,2.0,2015-12-01 04:10:44,Monday,45,6.89
indian,female,fat,33.0,no,no_kids,big,red,formal,grey,short_sleeve,black ,long,blankets,4,7,no,42.0,5.0,21.0,2.987871123,101.3956166,1.0,2015-12-01 05:59:00,Monday,55,6.89
indian,male,thin,44.0,no,no_kids,small,brown,formal,blue,long sleeve,red,long,blankets,6,10,yes,58.0,4.0,12.0,3.056355488,101.5931655,1.0,2015-12-01 06:26:55,Monday,50,6.89
malay,male,moderate,29.0,no,no_kids,small,red,traditional,green,long sleeve,white,long,blankets,4,8,no,49.0,3.0,17.0,3.17882996,101.781775,2.0,2015-12-01 06:51:30,Monday,50,6.89
malay,female,thin,42.0,no,no_kids,big,brown,traditional,green,long sleeve,yellow,short,clothes,4,10,no,45.0,0.0,7.0,3.071111375,101.5027553,2.0,2015-12-01 08:17:10,Monday,45,6.89
malay,female,moderate,41.0,no,no_kids,small,white,formal,white,short_sleeve,grey,long,clothes,4,7,yes,22.0,0.0,13.0,3.147001952,101.7272109,3.0,2015-12-01 08:21:29,Monday,45,6.89
chinese,female,thin,32.0,no,no_kids,big,orange,casual,pink,short_sleeve,white,short,blankets,5,9,yes,34.0,0.0,18.0,3.061001695,101.5127767,1.0,2015-12-01 09:13:07,Monday,40,6.89
chinese,female,fat,46.0,yes,toddler,big,red,formal,blue,short_sleeve,red,short,blankets,6,8,yes,38.0,4.0,15.0,3.182079633,101.725595,2.0,2015-12-01 10:53:49,Monday,30,6.89
foreigner ,male,thin,25.0,no,no_kids,big,brown,formal,yellow,long sleeve,purple,long,clothes,6,9,no,49.0,5.0,12.0,3.071130208,101.5682472,2.0,2015-12-01 11:36:11,Monday,30,6.89
indian,male,moderate,33.0,no,no_kids,small,blue,formal,pink,short_sleeve,purple,long,blankets,6,7,yes,54.0,3.0,8.0,3.09913686,101.6742842,3.0,2015-12-01 11:39:52,Monday,30,6.89
indian,male,moderate,38.0,no,no_kids,small,green,casual,grey,short_sleeve,pink,long,blankets,6,8,yes,57.0,1.0,11.0,3.107263317,101.7176012,1.0,2015-12-01 12:48:51,Monday,25,6.89
foreigner ,male,fat,45.0,yes,young,big,white,traditional,white,short_sleeve,black,short,blankets,6,7,no,20.0,1.0,10.0,3.156774514,101.7147337,1.0,2015-12-01 13:14:41,Monday,30,6.89
malay,female,thin,50.0,yes,young,small,pink,formal,grey,long sleeve,purple,short,blankets,4,7,no,13.0,4.0,11.0,3.063492445,101.6429902,1.0,2015-12-01 13:41:30,Monday,30,6.89
chinese,female,thin,45.0,no,no_kids,small,pink,traditional,black ,long sleeve,black ,long,blankets,5,7,yes,52.0,5.0,11.0,3.073633116,101.6905815,2.0,2015-12-01 14:14:52,Monday,30,6.89
malay,female,fat,56.0,no,no_kids,big,red,formal,orange,short_sleeve,blue  ,long,blankets,3,10,yes,41.0,0.0,10.0,3.129377309,101.6134173,3.0,2015-12-01 16:48:47,Monday,30,6.89
indian,male,moderate,27.0,no,no_kids,big,grey,traditional,grey,short_sleeve,black ,long,clothes,4,10,no,40.0,5.0,19.0,3.043705118,101.4502802,2.0,2015-12-01 17:08:14,Monday,30,6.89
malay,female,moderate,48.0,yes,young,big,blue,traditional,red,short_sleeve,black ,long,blankets,4,9,yes,15.0,2.0,13.0,3.048776701,101.5134551,1.0,2015-12-01 17:13:25,Monday,30,6.89
malay,male,thin,55.0,no,no_kids,small,purple,formal,white,short_sleeve,blue,short,clothes,6,7,no,55.0,3.0,13.0,3.103120426,101.7470348,2.0,2015-12-01 17:18:19,Monday,30,6.89
chinese,female,thin,38.0,yes,toddler,big,white,formal,blue,long sleeve,red,short,clothes,4,9,no,13.0,4.0,14.0,3.120319467,101.6965347,3.0,2015-12-01 17:59:04,Monday,30,6.89
indian,female,fat,18.0,yes,baby,big,green,traditional,red,short_sleeve,purple,long,clothes,4,10,yes,21.0,4.0,8.0,3.080593427,101.6448489,3.0,2015-12-01 18:00:34,Monday,25,6.89
malay,male,moderate,59.0,no,no_kids,big,white,casual,black,long sleeve,black,short,blankets,6,7,yes,13.0,1.0,20.0,3.086774651,101.644719,3.0,2015-12-01 18:59:54,Monday,25,6.89
indian,male,thin,31.0,yes,toddler,small,blue,traditional,pink,short_sleeve,green,long,clothes,5,9,no,44.0,1.0,15.0,3.066349047,101.388587,2.0,2015-12-01 19:10:41,Monday,30,6.89
foreigner ,male,thin,44.0,no,no_kids,small,grey,casual,brown,long sleeve,orange,short,blankets,3,10,no,46.0,2.0,16.0,3.053840966,101.387673,1.0,2015-12-01 20:47:25,Monday,35,6.89
malay,female,moderate,37.0,no,no_kids,big,orange,formal,orange,short_sleeve,purple,short,blankets,3,9,yes,53.0,4.0,14.0,3.048348681,101.5477234,3.0,2015-12-01 20:58:06,Monday,35,6.89
foreigner ,female,moderate,58.0,no,no_kids,small,black,formal,red,short_sleeve,black ,short,clothes,3,8,no,54.0,2.0,16.0,3.069766988,101.6745029,3.0,2015-12-01 21:30:33,Monday,40,6.89
chinese,male,thin,28.0,no,no_kids,small,white,casual,brown,long sleeve,blue ,short,blankets,4,9,yes,54.0,1.0,11.0,3.133842506,101.6975873,3.0,2015-12-01 21:53:59,Monday,40,6.89
foreigner ,male,thin,43.0,no,no_kids,big,green,formal,yellow,short_sleeve,blue_jeans,long,clothes,6,9,no,46.0,5.0,21.0,3.000779918,101.3794936,2.0,2015-12-01 22:04:14,Monday,50,6.89
foreigner ,male,moderate,41.0,no,no_kids,big,green,casual,black ,short_sleeve,blue_jeans,long,clothes,3,9,no,20.0,1.0,20.0,3.102031497,101.7811102,1.0,2015-12-01 22:05:23,Monday,50,6.89
chinese,male,thin,32.0,yes,young,small,pink,traditional,green,long sleeve,black,short,blankets,4,10,no,32.0,3.0,9.0,3.131716791,101.763022,2.0,2015-12-01 22:13:38,Monday,50,6.89
chinese,male,thin,47.0,no,no_kids,big,black,formal,purple,long sleeve,red,long,clothes,6,7,yes,29.0,3.0,16.0,3.119990536,101.6674743,2.0,2015-12-01 23:02:22,Monday,55,6.89
indian,male,moderate,58.0,yes,baby,small,white,traditional,orange,long sleeve,yellow,long,blankets,5,7,yes,12.0,5.0,18.0,3.138228208,101.6570269,2.0,2015-12-01 23:12:24,Monday,55,6.89
foreigner ,female,thin,60.0,no,no_kids,small,grey,traditional,yellow,long sleeve,green,long,blankets,5,9,yes,23.0,3.0,13.0,3.158702603,101.7365932,1.0,2015-12-01 23:38:53,Monday,55,6.89
malay,female,moderate,40.0,yes,toddler,small,brown,formal,black ,short_sleeve,blue_jeans,long,blankets,6,10,yes,22.0,3.0,12.0,3.056610995,101.6109366,3.0,2015-12-02 00:08:36,Thursday,85,4.44
chinese,female,thin,49.0,yes,young,small,yellow,traditional,orange,long sleeve,grey,long,clothes,3,7,yes,11.0,2.0,21.0,3.094589341,101.7068001,2.0,2015-12-02 02:40:51,Thursday,70,4.44
indian,female,moderate,41.0,no,no_kids,big,purple,casual,purple,short_sleeve,black ,short,blankets,6,9,yes,58.0,0.0,18.0,3.090153613,101.5442781,1.0,2015-12-02 03:26:45,Thursday,60,4.44
indian,male,fat,53.0,yes,toddler ,small,blue,casual,white,long sleeve,blue  ,short,blankets,5,7,yes,28.0,0.0,8.0,2.986721942,101.5511031,3.0,2015-12-02 04:05:15,Thursday,50,4.44
foreigner ,male,fat,33.0,no,no_kids,big,green,formal,black,long sleeve,red,short,clothes,6,10,yes,32.0,0.0,14.0,3.089804192,101.6583332,3.0,2015-12-02 05:18:27,Thursday,55,4.44
indian,male,moderate,18.0,no,no_kids,big,brown,casual,pink,short_sleeve,blue_jeans,short,clothes,5,7,no,34.0,2.0,9.0,3.166716455,101.7022427,2.0,2015-12-02 05:42:38,Thursday,55,4.44
indian,male,thin,53.0,yes,baby,small,black,casual,purple,short_sleeve,blue,long,clothes,3,7,yes,25.0,1.0,21.0,3.058551002,101.6473824,3.0,2015-12-02 07:23:14,Thursday,35,4.44
malay,male,moderate,60.0,no,no_kids,big,grey,casual,grey,short_sleeve,black,long,clothes,5,10,no,35.0,0.0,13.0,3.103051799,101.7025091,3.0,2015-12-02 08:35:43,Thursday,35,4.44
malay,female,thin,48.0,no,no_kids,small,pink,formal,blue,long sleeve,blue_jeans,short,clothes,4,9,no,60.0,0.0,7.0,3.124983654,101.6898185,2.0,2015-12-02 08:52:02,Thursday,35,4.44
indian,female,fat,26.0,yes,toddler,big,orange,traditional,black,short_sleeve,brown,short,blankets,3,9,yes,43.0,3.0,11.0,3.034446273,101.4563801,2.0,2015-12-02 09:08:37,Thursday,30,4.44
indian,female,moderate,45.0,no,no_kids,small,brown,casual,yellow,long sleeve,black ,short,clothes,4,9,yes,18.0,1.0,15.0,3.128134202,101.744535,1.0,2015-12-02 10:27:10,Thursday,25,4.44
foreigner ,female,moderate,41.0,no,no_kids,big,grey,casual,black,long sleeve,black,short,clothes,6,8,yes,48.0,4.0,21.0,3.064129464,101.6382025,1.0,2015-12-02 10:39:45,Thursday,25,4.44
chinese,female,thin,26.0,no,no_kids,big,brown,casual,pink,short_sleeve,yellow,short,blankets,5,9,no,14.0,0.0,18.0,3.037541863,101.4661682,1.0,2015-12-02 11:23:14,Thursday,25,4.44
malay,male,fat,39.0,yes,young,small,orange,casual,yellow,long sleeve,white,long,blankets,6,10,no,57.0,2.0,17.0,3.155672152,101.5774649,3.0,2015-12-02 11:46:51,Thursday,25,4.44
chinese,male,moderate,45.0,no,no_kids,big,yellow,formal,pink,short_sleeve,blue  ,long,blankets,4,7,yes,54.0,0.0,10.0,3.082611318,101.6888655,2.0,2015-12-02 13:12:21,Thursday,15,4.44
chinese,female,thin,35.0,yes,baby,big,brown,formal,green,short_sleeve,red,long,blankets,5,10,no,16.0,2.0,8.0,3.121867484,101.7165752,1.0,2015-12-02 14:49:04,Thursday,15,4.44
malay,female,thin,30.0,no,no_kids,big,pink,formal,blue,short_sleeve,red,long,clothes,4,7,yes,21.0,2.0,11.0,3.065351428,101.4364589,3.0,2015-12-02 15:32:19,Thursday,15,4.44
indian,female,moderate,24.0,no,no_kids,small,blue,formal,white,short_sleeve,pink,long,blankets,3,9,no,14.0,2.0,18.0,3.040363148,101.5395902,2.0,2015-12-02 15:56:07,Thursday,15,4.44
chinese,female,moderate,48.0,no,no_kids,big,brown,traditional,orange,long sleeve,blue  ,long,clothes,6,7,yes,36.0,4.0,20.0,3.099922372,101.5776406,2.0,2015-12-02 18:13:15,Thursday,30,4.44
malay,female,moderate,55.0,no,no_kids,big,green,traditional,orange,short_sleeve,brown,long,clothes,4,7,yes,57.0,4.0,11.0,3.138411608,101.5987682,3.0,2015-12-02 18:41:41,Thursday,30,4.44
foreigner ,female,thin,33.0,no,no_kids,small,brown,casual,black ,short_sleeve,grey,long,blankets,5,9,yes,20.0,4.0,10.0,3.134035896,101.6499408,3.0,2015-12-02 20:46:25,Thursday,50,4.44
malay,female,moderate,36.0,no,no_kids,small,yellow,formal,yellow,short_sleeve,blue ,long,clothes,6,9,no,36.0,4.0,8.0,3.077247356,101.6894071,1.0,2015-12-02 21:14:27,Thursday,65,4.44
chinese,female,thin,32.0,no,no_kids,big,brown,traditional,green,long sleeve,black,short,clothes,4,7,yes,55.0,3.0,13.0,3.132433214,101.5651258,2.0,2015-12-02 21:22:51,Thursday,65,4.44
chinese,female,moderate,23.0,no,no_kids,big,pink,traditional,orange,short_sleeve,brown,long,clothes,5,8,yes,16.0,4.0,8.0,3.061155238,101.6134075,2.0,2015-12-02 23:02:24,Thursday,85,4.44
malay,female,fat,23.0,yes,toddler ,small,white,traditional,black,long sleeve,yellow,long,clothes,3,7,yes,47.0,0.0,19.0,3.164668826,101.5941462,3.0,2015-12-02 23:16:01,Thursday,85,4.44
malay,female,fat,37.0,yes,young,big,yellow,formal,green,long sleeve,blue_jeans,short,clothes,3,9,no,49.0,3.0,18.0,3.090298977,101.6132035,2.0,2015-12-03 03:48:31,Thursday,60,1.29
foreigner ,female,moderate,50.0,yes,young,small,pink,formal,purple,short_sleeve,yellow,long,clothes,3,9,yes,21.0,3.0,19.0,3.091117907,101.5670491,1.0,2015-12-03 04:33:18,Thursday,50,1.29
malay,female,fat,53.0,yes,toddler ,big,blue,traditional,purple,short_sleeve,blue ,short,blankets,5,8,yes,52.0,3.0,8.0,3.086309181,101.5408811,3.0,2015-12-03 04:47:04,Thursday,50,1.29
chinese,male,fat,58.0,no,no_kids,small,white,traditional,grey,long sleeve,orange,short,blankets,4,8,yes,24.0,0.0,12.0,3.106948886,101.5770726,1.0,2015-12-03 05:26:39,Thursday,55,1.29
indian,female,fat,22.0,yes,toddler ,big,purple,casual,blue,short_sleeve,black,short,clothes,4,8,no,31.0,3.0,14.0,3.13500596,101.6362688,1.0,2015-12-03 06:01:28,Thursday,40,1.29
malay,female,fat,42.0,no,no_kids,big,brown,casual,black ,short_sleeve,blue  ,short,clothes,5,8,yes,52.0,5.0,10.0,3.080338873,101.5791204,2.0,2015-12-03 08:46:20,Thursday,35,1.29
indian,female,fat,58.0,yes,toddler ,small,purple,formal,yellow,short_sleeve,white,long,blankets,3,7,no,59.0,0.0,15.0,3.12161884,101.6904693,2.0,2015-12-03 11:33:28,Thursday,25,1.29
foreigner ,male,moderate,44.0,yes,toddler ,big,red,casual,white,short_sleeve,orange,long,clothes,3,10,yes,42.0,1.0,10.0,3.164548656,101.7494957,3.0,2015-12-03 11:47:20,Thursday,25,1.29
foreigner ,female,fat,44.0,yes,toddler,big,blue,casual,orange,short_sleeve,white,long,blankets,3,8,yes,46.0,3.0,21.0,3.108372215,101.6587078,3.0,2015-12-03 13:06:22,Thursday,15,1.29
